epoch,Coarse1_prediction_output_layer_accuracy,Coarse1_prediction_output_layer_loss,Coarse2_prediction_output_layer_accuracy,Coarse2_prediction_output_layer_loss,Final_output_loss,Fine_prediction_output_layer_accuracy,Fine_prediction_output_layer_loss,loss,val_Coarse1_prediction_output_layer_accuracy,val_Coarse1_prediction_output_layer_loss,val_Coarse2_prediction_output_layer_accuracy,val_Coarse2_prediction_output_layer_loss,val_Final_output_loss,val_Fine_prediction_output_layer_accuracy,val_Fine_prediction_output_layer_loss,val_loss
32,0.9815999865531921,0.03700200095772743,0.9398333430290222,0.08094093203544617,0.24655559659004211,0.9003499746322632,0.11636795103549957,0.08857814222574234,0.9962999820709229,0.006888188887387514,0.9625999927520752,0.030500469729304314,0.3262459337711334,0.9239000082015991,0.059283800423145294,0.03887581825256348
33,0.9805166721343994,0.03698994964361191,0.9384499788284302,0.08117032796144485,0.244271919131279,0.8999000191688538,0.1161385327577591,0.08944693952798843,0.996399998664856,0.004931134171783924,0.9625999927520752,0.030383307486772537,0.31644630432128906,0.9258000254631042,0.05885346233844757,0.03890508413314819
34,0.9817500114440918,0.03660116344690323,0.9418166875839233,0.08045634627342224,0.24466274678707123,0.9021999835968018,0.1154203787446022,0.0882747545838356,0.9962999820709229,0.008177099749445915,0.9635000228881836,0.030070221051573753,0.3176453411579132,0.9283000230789185,0.058306433260440826,0.038737885653972626
35,0.9819666743278503,0.03653419762849808,0.9417499899864197,0.08057330548763275,0.24302195012569427,0.9026666879653931,0.11509665846824646,0.08863408863544464,0.9961000084877014,0.006082417909055948,0.9621999859809875,0.03034249320626259,0.31690630316734314,0.9279000163078308,0.057276707142591476,0.03837384656071663
36,0.9812333583831787,0.03662920743227005,0.9435833096504211,0.07917162775993347,0.2426474243402481,0.904283344745636,0.11374033242464066,0.0875396654009819,0.9959999918937683,0.004683074541389942,0.9631999731063843,0.029129253700375557,0.3155137002468109,0.9269999861717224,0.057848602533340454,0.0379360131919384
37,0.9810500144958496,0.036489054560661316,0.9430500268936157,0.07927863299846649,0.2402876615524292,0.9045166373252869,0.11298710852861404,0.08679285645484924,0.9962000250816345,0.004872053395956755,0.963100016117096,0.029827123507857323,0.31201058626174927,0.9280999898910522,0.057117462158203125,0.03765452280640602
38,0.9823833107948303,0.03638829290866852,0.9424499869346619,0.07854736596345901,0.24023564159870148,0.9054666757583618,0.11273193359375,0.08623941987752914,0.9958999752998352,0.005174178164452314,0.9660000205039978,0.028591616079211235,0.3121570944786072,0.9283999800682068,0.056881360709667206,0.037018150091171265
39,0.9810166954994202,0.03636813163757324,0.9441166520118713,0.07832925766706467,0.23871757090091705,0.9065333604812622,0.11212704330682755,0.08634927123785019,0.9962000250816345,0.004491720348596573,0.9635999798774719,0.029041772708296776,0.3112363815307617,0.9307000041007996,0.056464917957782745,0.03717280551791191
40,0.9815166592597961,0.036518651992082596,0.944100022315979,0.07840102910995483,0.2377682328224182,0.905916690826416,0.11216101050376892,0.08574877679347992,0.9961000084877014,0.004731391090899706,0.9627000093460083,0.029084136709570885,0.3099440336227417,0.9290000200271606,0.05686023086309433,0.03698599711060524
41,0.9822333455085754,0.03575308248400688,0.9449333548545837,0.07746601849794388,0.2355501353740692,0.9072499871253967,0.11159004271030426,0.08530530333518982,0.9962999820709229,0.007748922798782587,0.9638000130653381,0.029442135244607925,0.3141632676124573,0.9302999973297119,0.056264184415340424,0.03759155422449112
42,0.9815333485603333,0.03610387444496155,0.9455500245094299,0.0775308758020401,0.23572255671024323,0.9071666598320007,0.11172159016132355,0.08566328138113022,0.9962000250816345,0.0047810799442231655,0.9639999866485596,0.02850995771586895,0.3070874810218811,0.9320999979972839,0.05657259374856949,0.03698921948671341
43,0.9823166728019714,0.03587185963988304,0.9448666572570801,0.07737073302268982,0.23421181738376617,0.9097833037376404,0.11060018092393875,0.0847860649228096,0.9962000250816345,0.004375035874545574,0.9661999940872192,0.027282366529107094,0.3069493770599365,0.9315000176429749,0.055227722972631454,0.03568615764379501
44,0.9822166562080383,0.03587912768125534,0.9458833336830139,0.07731541246175766,0.23309209942817688,0.9090999960899353,0.11060626804828644,0.08477345108985901,0.996399998664856,0.0039920080453157425,0.9652000069618225,0.02822488360106945,0.3066682517528534,0.9325000047683716,0.055549949407577515,0.036081187427043915
45,0.982699990272522,0.0359242744743824,0.9483166933059692,0.07661096751689911,0.23383285105228424,0.9109500050544739,0.1098378598690033,0.08426246792078018,0.996399998664856,0.0045247916132211685,0.965499997138977,0.02822081930935383,0.30894893407821655,0.9300000071525574,0.05606589466333389,0.03648807853460312
46,0.9818000197410583,0.036119092255830765,0.9474499821662903,0.07650599628686905,0.23214028775691986,0.9115166664123535,0.109436996281147,0.08421079069375992,0.9961000084877014,0.004555663093924522,0.9656999707221985,0.027367105707526207,0.3038579523563385,0.9312999844551086,0.054792895913124084,0.0357179269194603
47,0.9817500114440918,0.03538304567337036,0.9466000199317932,0.07618793845176697,0.23111627995967865,0.9106500148773193,0.10906074196100235,0.08324933052062988,0.9962000250816345,0.003857626346871257,0.9656000137329102,0.02793881855905056,0.30933424830436707,0.9340999722480774,0.05480674281716347,0.03544328734278679
48,0.9825666546821594,0.03548959270119667,0.9481666684150696,0.07629578560590744,0.2307082563638687,0.9114833474159241,0.10919765383005142,0.08341175317764282,0.9962999820709229,0.004307487513870001,0.9675999879837036,0.02658989280462265,0.3059329092502594,0.9336000084877014,0.05403776839375496,0.03468461334705353
49,0.9823833107948303,0.0358160138130188,0.9475333094596863,0.07653842121362686,0.23040322959423065,0.9114166498184204,0.10931676626205444,0.08397779613733292,0.9962999820709229,0.0038471680600196123,0.9660999774932861,0.027014154940843582,0.30408504605293274,0.9319000244140625,0.05429168790578842,0.03513722866773605
50,0.9823833107948303,0.03623715043067932,0.9465000033378601,0.0769985169172287,0.22999736666679382,0.9123499989509583,0.10941391438245773,0.08415880799293518,0.9961000084877014,0.0036966782063245773,0.965499997138977,0.026773592457175255,0.30424922704696655,0.9333999752998352,0.05394371226429939,0.03477806970477104
51,0.9824166893959045,0.0355912484228611,0.9492666721343994,0.07520164549350739,0.2290468066930771,0.912850022315979,0.10770121961832047,0.08242782950401306,0.9962999820709229,0.003865140490233898,0.9670000076293945,0.026590056717395782,0.3026151955127716,0.9336000084877014,0.053680725395679474,0.03447192162275314
52,0.9826333522796631,0.035428352653980255,0.9488666653633118,0.07592622190713882,0.2293417602777481,0.9129999876022339,0.10846809297800064,0.08311495929956436,0.9959999918937683,0.003855175105854869,0.9663000106811523,0.02681940235197544,0.30155113339424133,0.9348000288009644,0.053793493658304214,0.03473054990172386
53,0.9835500121116638,0.03559638932347298,0.9487333297729492,0.07583475857973099,0.22823697328567505,0.9134500026702881,0.10822130739688873,0.0830635279417038,0.996399998664856,0.0036601279862225056,0.9670000076293945,0.02656417153775692,0.30289608240127563,0.9337999820709229,0.05375587195158005,0.03461109846830368
54,0.9826333522796631,0.03560572862625122,0.9481333494186401,0.0755687803030014,0.22758881747722626,0.9129833579063416,0.1079636886715889,0.0832243487238884,0.996399998664856,0.0037532043643295765,0.9675999879837036,0.026201674714684486,0.30067262053489685,0.9352999925613403,0.05317885801196098,0.03446482494473457
55,0.9826666712760925,0.03554919734597206,0.9491833448410034,0.07575660198926926,0.22760048508644104,0.9121999740600586,0.10823296010494232,0.08299229294061661,0.9961000084877014,0.003654684405773878,0.9675999879837036,0.026196526363492012,0.299238920211792,0.9361000061035156,0.05316762626171112,0.03416667506098747
56,0.9835833311080933,0.03520456701517105,0.9506000280380249,0.07445752620697021,0.2275986522436142,0.9143999814987183,0.1066700667142868,0.08191617578268051,0.9962999820709229,0.003575650043785572,0.9670000076293945,0.02693159505724907,0.299869567155838,0.9340000152587891,0.05349902808666229,0.034729111939668655
57,0.9833499789237976,0.03516406565904617,0.94964998960495,0.07525795698165894,0.2273721992969513,0.9149333238601685,0.10705408453941345,0.08262953907251358,0.996399998664856,0.004574790131300688,0.9678000211715698,0.02585085667669773,0.2996976673603058,0.933899998664856,0.05320651829242706,0.03451753035187721
58,0.9835333228111267,0.03549230843782425,0.9495333433151245,0.07533273100852966,0.22647607326507568,0.9154166579246521,0.10785893350839615,0.08283248543739319,0.9962999820709229,0.0036092139780521393,0.9684000015258789,0.025729697197675705,0.29998093843460083,0.9347000122070312,0.05291897431015968,0.033992502838373184
59,0.9829999804496765,0.03495878726243973,0.9497833251953125,0.0749528557062149,0.22688616812229156,0.9146166443824768,0.10727512836456299,0.08235778659582138,0.9962999820709229,0.0037886016070842743,0.9684000015258789,0.026139261201024055,0.2997526228427887,0.9354000091552734,0.05332304537296295,0.034362491220235825
60,0.98253333568573,0.03526804968714714,0.9493666887283325,0.07451186329126358,0.22592443227767944,0.9146833419799805,0.107037752866745,0.08199432492256165,0.9962999820709229,0.0035735382698476315,0.967199981212616,0.02653518319129944,0.2993319630622864,0.9345999956130981,0.053249653428792953,0.034372951835393906
61,0.9836833477020264,0.03498318791389465,0.9500666856765747,0.07440536469221115,0.2262803316116333,0.9148666858673096,0.10647519677877426,0.08140416443347931,0.9962999820709229,0.003592804307118058,0.9681000113487244,0.025892416015267372,0.2997656464576721,0.9345999956130981,0.05308529734611511,0.03387968987226486
62,0.984000027179718,0.03497684746980667,0.9518333077430725,0.07409363240003586,0.22580136358737946,0.9159833192825317,0.1065971776843071,0.08190244436264038,0.996399998664856,0.0035396141465753317,0.9661999940872192,0.027051541954278946,0.29888105392456055,0.9350000023841858,0.05295192822813988,0.034645918756723404
63,0.9836166501045227,0.03486306220293045,0.9506000280380249,0.07397100329399109,0.22502020001411438,0.916949987411499,0.10534448176622391,0.08139645308256149,0.9965999722480774,0.0034292172640562057,0.9667999744415283,0.026052556931972504,0.2993105351924896,0.9368000030517578,0.053328368812799454,0.03451191261410713
64,0.982616662979126,0.03500276803970337,0.9519666433334351,0.07415265589952469,0.22622321546077728,0.9168833494186401,0.10589449852705002,0.0813511312007904,0.9965000152587891,0.0034167079720646143,0.9672999978065491,0.026106273755431175,0.29900211095809937,0.9352999925613403,0.053168077021837234,0.0341581292450428
65,0.9838333129882812,0.03477167710661888,0.9501166939735413,0.0739355981349945,0.2248021811246872,0.916100025177002,0.1059725433588028,0.08085844665765762,0.9965000152587891,0.0033758780919015408,0.9688000082969666,0.02578924037516117,0.2981913387775421,0.9362999796867371,0.05273352190852165,0.03360998257994652
66,0.9834333062171936,0.03505507856607437,0.9509999752044678,0.07424070686101913,0.2248181253671646,0.9168499708175659,0.10565090924501419,0.08147414773702621,0.996399998664856,0.003465216839686036,0.9677000045776367,0.025951296091079712,0.29876020550727844,0.9358000159263611,0.052458129823207855,0.03391840681433678
67,0.9831333160400391,0.03468623757362366,0.9511833190917969,0.07417122274637222,0.22458884119987488,0.9175166487693787,0.105877585709095,0.08124098926782608,0.9965999722480774,0.0032986293081194162,0.968500018119812,0.025744842365384102,0.2978605031967163,0.9366999864578247,0.05223799869418144,0.03356575965881348
68,0.9842833280563354,0.0350361093878746,0.9509333372116089,0.0736011266708374,0.22456444799900055,0.916616678237915,0.10524410754442215,0.08058341592550278,0.9965999722480774,0.003438838291913271,0.9678999781608582,0.026076309382915497,0.29852086305618286,0.9343000054359436,0.05262920632958412,0.03373897075653076
69,0.9837499856948853,0.03477295860648155,0.9514333605766296,0.07379819452762604,0.2246515303850174,0.9174166917800903,0.10522829741239548,0.08126869052648544,0.9965999722480774,0.003273731330409646,0.9679999947547913,0.02560652233660221,0.2987540066242218,0.9362999796867371,0.05245363712310791,0.03389439731836319
70,0.9845666885375977,0.03532935678958893,0.9520166516304016,0.07438178360462189,0.22442542016506195,0.9161333441734314,0.10662350803613663,0.08186756074428558,0.9965000152587891,0.0032866313122212887,0.9682999849319458,0.02571072056889534,0.29729828238487244,0.9355000257492065,0.052298497408628464,0.03364815562963486
71,0.9838666915893555,0.035497624427080154,0.9513333439826965,0.07467830181121826,0.22431154549121857,0.916783332824707,0.10587991774082184,0.08228728175163269,0.9962999820709229,0.003321418073028326,0.9684000015258789,0.025734009221196175,0.29791516065597534,0.9362000226974487,0.05208137258887291,0.033995628356933594
72,0.9834166765213013,0.03531726822257042,0.9524833559989929,0.07392105460166931,0.22414334118366241,0.9173666834831238,0.10507693886756897,0.08113951981067657,0.996399998664856,0.0032425690442323685,0.9679999947547913,0.025503698736429214,0.2972179651260376,0.9368000030517578,0.05230795219540596,0.03365890681743622
73,0.9837499856948853,0.03478405252099037,0.951449990272522,0.07375304400920868,0.22356070578098297,0.9175500273704529,0.10545370727777481,0.08091814815998077,0.996399998664856,0.003256402676925063,0.9682000279426575,0.02549763210117817,0.29754024744033813,0.9369999766349792,0.05227474495768547,0.03351433575153351
74,0.9839500188827515,0.03521278128027916,0.9522500038146973,0.07374085485935211,0.22342875599861145,0.9181666374206543,0.10520164668560028,0.080957792699337,0.9961000084877014,0.0033548660576343536,0.9670000076293945,0.025793783366680145,0.2978067994117737,0.9369000196456909,0.052151795476675034,0.033615753054618835
75,0.9849500060081482,0.034544166177511215,0.9530333280563354,0.07291079312562943,0.22362197935581207,0.9191166758537292,0.10442516952753067,0.08024364709854126,0.996399998664856,0.003230383386835456,0.9679999947547913,0.025523804128170013,0.2971598505973816,0.9370999932289124,0.052023034542798996,0.03348560631275177
76,0.9840333461761475,0.03516854718327522,0.9531499743461609,0.0734371691942215,0.2234342396259308,0.9172000288963318,0.10513616353273392,0.08129093796014786,0.996399998664856,0.003147662850096822,0.9681000113487244,0.025407269597053528,0.2964155077934265,0.9383999705314636,0.05176972597837448,0.033598292618989944
77,0.9842000007629395,0.03533307835459709,0.9517333507537842,0.07382870465517044,0.22286386787891388,0.9173499941825867,0.10526229441165924,0.08132299780845642,0.9965000152587891,0.0031970276031643152,0.9674000144004822,0.025647299364209175,0.29545357823371887,0.9368000030517578,0.052149903029203415,0.03376435115933418
78,0.9848833084106445,0.034729231148958206,0.952833354473114,0.07347501069307327,0.22366544604301453,0.918316662311554,0.10495346784591675,0.08092565089464188,0.9965000152587891,0.003215972799807787,0.9678000211715698,0.02530072256922722,0.2965635359287262,0.9373999834060669,0.0518183596432209,0.03343559429049492
79,0.9832666516304016,0.0350692979991436,0.9517666697502136,0.07363535463809967,0.22301064431667328,0.9170166850090027,0.10532249510288239,0.08149261772632599,0.9965000152587891,0.00324396975338459,0.9674000144004822,0.02541007101535797,0.29630008339881897,0.9363999962806702,0.051813989877700806,0.033679790794849396
80,0.9838333129882812,0.035115860402584076,0.9510999917984009,0.07382390648126602,0.223084956407547,0.9177833199501038,0.10529728978872299,0.08086711168289185,0.996399998664856,0.0031812007073312998,0.9672999978065491,0.025375911965966225,0.29569339752197266,0.9369999766349792,0.05186238884925842,0.03321458026766777
81,0.9828833341598511,0.03507329896092415,0.9520333409309387,0.07332296669483185,0.22262342274188995,0.919783353805542,0.10431745648384094,0.08037402480840683,0.996399998664856,0.0032288399524986744,0.9686999917030334,0.025197159498929977,0.2958280146121979,0.9372000098228455,0.051638200879096985,0.033117737621068954
82,0.9836000204086304,0.03443353250622749,0.9537833333015442,0.07315442711114883,0.2233358472585678,0.9200666546821594,0.10442962497472763,0.07957421988248825,0.9965000152587891,0.0032038737554103136,0.9671000242233276,0.025576602667570114,0.29630738496780396,0.9373000264167786,0.05186392739415169,0.032912157475948334
83,0.9835500121116638,0.03504020720720291,0.9535166621208191,0.0733790472149849,0.2234986126422882,0.9180333614349365,0.10431861877441406,0.08012767136096954,0.9965999722480774,0.003150847740471363,0.9682000279426575,0.025168316438794136,0.29575300216674805,0.9365000128746033,0.05172440782189369,0.03299262002110481
84,0.9834333062171936,0.035007599741220474,0.9526166915893555,0.07303474098443985,0.22297412157058716,0.9185166954994202,0.10418770462274551,0.08016181737184525,0.9965000152587891,0.003172708908095956,0.9674000144004822,0.025252776220440865,0.2960129380226135,0.9372000098228455,0.05167418718338013,0.03318113833665848
85,0.9827499985694885,0.03490743041038513,0.9517666697502136,0.07373273372650146,0.2225426435470581,0.9177166819572449,0.10491879284381866,0.0805608406662941,0.9965000152587891,0.0031600624788552523,0.9667999744415283,0.025361746549606323,0.29536330699920654,0.9373999834060669,0.05176294595003128,0.03311654552817345
86,0.9831500053405762,0.03488629683852196,0.9507499933242798,0.07350073754787445,0.22350312769412994,0.9187833070755005,0.10452701896429062,0.08002695441246033,0.9965999722480774,0.0031308201141655445,0.9667999744415283,0.02543015591800213,0.29537126421928406,0.9369999766349792,0.051829516887664795,0.03297894448041916
87,0.9834833145141602,0.034795474261045456,0.9532999992370605,0.07327339053153992,0.22258219122886658,0.9175833463668823,0.10484220087528229,0.08005688339471817,0.9965000152587891,0.003167129820212722,0.9675999879837036,0.02508971281349659,0.2960022985935211,0.9376000165939331,0.051644764840602875,0.03273193538188934
88,0.9838500022888184,0.034894417971372604,0.95333331823349,0.07300020009279251,0.22217674553394318,0.920799970626831,0.10367879271507263,0.07991591095924377,0.996399998664856,0.0030988079961389303,0.9678999781608582,0.025042686611413956,0.2956423759460449,0.9368000030517578,0.051568206399679184,0.03305147960782051
89,0.9841166734695435,0.034237150102853775,0.9534500241279602,0.07258638739585876,0.22244761884212494,0.9201666712760925,0.10397814214229584,0.07953142374753952,0.9965000152587891,0.0030944370664656162,0.9675999879837036,0.02523445338010788,0.2957148551940918,0.9372000098228455,0.051640208810567856,0.03294835612177849
90,0.9831666946411133,0.034883443266153336,0.9538333415985107,0.07307260483503342,0.22218437492847443,0.9196166396141052,0.10433462262153625,0.0802132785320282,0.996399998664856,0.0030769649893045425,0.9674999713897705,0.024998269975185394,0.29649388790130615,0.9366999864578247,0.051788024604320526,0.033080145716667175
91,0.9843666553497314,0.03440161794424057,0.9544333219528198,0.07168349623680115,0.2234228551387787,0.9214666485786438,0.10233274102210999,0.0783492848277092,0.996399998664856,0.0031150917056947947,0.9674000144004822,0.025140775367617607,0.2959510385990143,0.9363999962806702,0.051823921501636505,0.03292839229106903
