epoch,Coarse_prediction_output_layer_accuracy,Coarse_prediction_output_layer_loss,Final_output_loss,Fine_prediction_output_layer_accuracy,Fine_prediction_output_layer_loss,loss,val_Coarse_prediction_output_layer_accuracy,val_Coarse_prediction_output_layer_loss,val_Final_output_loss,val_Fine_prediction_output_layer_accuracy,val_Fine_prediction_output_layer_loss,val_loss
14,0.919684648513794,0.055005330592393875,0.06514263153076172,0.9035542011260986,0.07549113035202026,0.055996570736169815,0.9185638427734375,0.05374783277511597,0.07037027925252914,0.8913829922676086,0.08332022279500961,0.05517971143126488
15,0.9206069111824036,0.053755778819322586,0.06441149115562439,0.9060903787612915,0.07400821149349213,0.054745182394981384,0.9169681072235107,0.05799953266978264,0.06999365985393524,0.8913297653198242,0.0841595008969307,0.05927667021751404
16,0.9224247932434082,0.0529199093580246,0.06370756030082703,0.9075446724891663,0.07201943546533585,0.053840138018131256,0.9213829636573792,0.05111780762672424,0.06903179734945297,0.8927127718925476,0.08166995644569397,0.05259016528725624
17,0.9230543971061707,0.052014563232660294,0.06308533251285553,0.9079791903495789,0.07081698626279831,0.05292719230055809,0.9171808362007141,0.056719060987234116,0.068422332406044,0.8939893841743469,0.08189748972654343,0.05793960765004158
18,0.9250496625900269,0.05115537345409393,0.06256261467933655,0.9120938777923584,0.06898602098226547,0.052024103701114655,0.9263829588890076,0.04933163896203041,0.06830747425556183,0.89542555809021,0.07857579737901688,0.05075659975409508
19,0.9250141978263855,0.050864070653915405,0.06217142939567566,0.9114730954170227,0.06845005601644516,0.051705263555049896,0.927872359752655,0.048421330749988556,0.06757160276174545,0.8938829898834229,0.07944529503583908,0.049904920160770416
20,0.9257413744926453,0.05036776512861252,0.06162271648645401,0.9134772419929504,0.06724610179662704,0.05118034407496452,0.9246276617050171,0.04913291335105896,0.06734295934438705,0.8966489434242249,0.0777725800871849,0.05051128566265106
21,0.9270626306533813,0.04956778511404991,0.061270032078027725,0.915020227432251,0.06547748297452927,0.05032481998205185,0.9149467945098877,0.05447172746062279,0.06720082461833954,0.8935638070106506,0.07962338626384735,0.05566564202308655
22,0.9278607368469238,0.04902131110429764,0.060998644679784775,0.9169268012046814,0.06449013948440552,0.04975762963294983,0.9154787063598633,0.05537083372473717,0.06689228117465973,0.8973404169082642,0.07744544744491577,0.05641881376504898
23,0.9279937744140625,0.048739273101091385,0.060709815472364426,0.9165366291999817,0.06434791535139084,0.04947402700781822,0.9221276640892029,0.049715328961610794,0.06618500500917435,0.8967021107673645,0.07838765531778336,0.05106228217482567
24,0.929111123085022,0.048394110053777695,0.06041445955634117,0.9185495972633362,0.06276305019855499,0.04907519370317459,0.9265425801277161,0.04741070792078972,0.06595731526613235,0.8982446789741516,0.07678022980690002,0.04879983142018318
25,0.9272843599319458,0.04868924990296364,0.060258448123931885,0.917831301689148,0.062461793422698975,0.04933670908212662,0.928617000579834,0.04778161272406578,0.06612168997526169,0.8956915140151978,0.07708059251308441,0.049155835062265396
26,0.9300333261489868,0.04742340371012688,0.060027703642845154,0.9205536842346191,0.06117278337478638,0.04806017875671387,0.9312766194343567,0.04590916261076927,0.06582077592611313,0.8976595997810364,0.07610273361206055,0.04730368033051491
27,0.9299180507659912,0.04709102213382721,0.05975838378071785,0.9220878481864929,0.05993712693452835,0.04768916219472885,0.9313297867774963,0.046838853508234024,0.06550219655036926,0.8993085026741028,0.07491889595985413,0.04814177751541138
28,0.9296165704727173,0.047419946640729904,0.05956316739320755,0.9214138984680176,0.05987198278307915,0.04798821732401848,0.9273404479026794,0.04665878787636757,0.06557068973779678,0.898563802242279,0.07613427937030792,0.047999024391174316
29,0.9305920004844666,0.04690178483724594,0.05944603681564331,0.9233736395835876,0.058934859931468964,0.04745357111096382,0.9305850863456726,0.04655688256025314,0.06537552177906036,0.8993085026741028,0.07616573572158813,0.047908611595630646
30,0.930583119392395,0.046953700482845306,0.05919697880744934,0.9232406616210938,0.058563608676195145,0.047480516135692596,0.9293617010116577,0.04701465368270874,0.06516741216182709,0.898191511631012,0.07568417489528656,0.048309508711099625
31,0.9316561222076416,0.04598195478320122,0.059054549783468246,0.9246683716773987,0.057772405445575714,0.04651809483766556,0.9314893484115601,0.04650008678436279,0.06488945335149765,0.8974999785423279,0.07679886370897293,0.0478702113032341
32,0.9316206574440002,0.04596142843365669,0.0588688924908638,0.925173819065094,0.05710204690694809,0.04646677151322365,0.9295212626457214,0.04541284590959549,0.06467340141534805,0.900957465171814,0.07446874678134918,0.046723585575819016
33,0.9327557682991028,0.04558797925710678,0.058641448616981506,0.9260428547859192,0.056687477976083755,0.046088121831417084,0.9297340512275696,0.04520479962229729,0.06459202617406845,0.8977659344673157,0.0759098157286644,0.04657997190952301
34,0.933713436126709,0.04503292962908745,0.05854017287492752,0.9275060296058655,0.055685918778181076,0.045515719801187515,0.9321808218955994,0.04493987560272217,0.06436678767204285,0.8993085026741028,0.07549301534891129,0.04631491005420685
35,0.9334474205970764,0.04475827515125275,0.05842946097254753,0.9281179308891296,0.054927244782447815,0.045217081904411316,0.9310106635093689,0.04531950131058693,0.06458324193954468,0.9009042382240295,0.07440079748630524,0.04662169888615608
36,0.933243453502655,0.0450173057615757,0.058354660868644714,0.9284371733665466,0.054913200438022614,0.0454586036503315,0.9334574341773987,0.04511301964521408,0.06446870416402817,0.8997872471809387,0.07480762153863907,0.04642686992883682
37,0.9334208369255066,0.044798556715250015,0.05822974815964699,0.9305210709571838,0.053928811103105545,0.04520338401198387,0.9315957427024841,0.04531433433294296,0.06461281329393387,0.8992553353309631,0.07539346814155579,0.046635571867227554
38,0.9346445798873901,0.04431788995862007,0.058172788470983505,0.9303880333900452,0.05323522537946701,0.04470377415418625,0.9308510422706604,0.04548817127943039,0.0643203929066658,0.8994148969650269,0.07490050047636032,0.04674753546714783
39,0.9332257509231567,0.04458115994930267,0.057986073195934296,0.930476725101471,0.053621888160705566,0.04497966542840004,0.9332447052001953,0.045225370675325394,0.06414146721363068,0.8994148969650269,0.07502415776252747,0.0465262345969677
40,0.9340238571166992,0.04450930282473564,0.05799996480345726,0.9307339191436768,0.05313611403107643,0.04488186910748482,0.9304255247116089,0.04472137242555618,0.06406398117542267,0.8994148969650269,0.07447334378957748,0.0459926463663578
41,0.9338198900222778,0.04439907148480415,0.05789698660373688,0.931221604347229,0.052729494869709015,0.044761888682842255,0.9263829588890076,0.04703328385949135,0.06402754038572311,0.8982978463172913,0.07500071078538895,0.04823719710111618
42,0.9347332715988159,0.044159650802612305,0.05783143267035484,0.9322591423988342,0.05192475765943527,0.04449518024921417,0.9265957474708557,0.04670184850692749,0.06404122710227966,0.8997340202331543,0.07528053969144821,0.04792026802897453
43,0.9350879788398743,0.04388326779007912,0.05770258232951164,0.9329774379730225,0.0517304465174675,0.0442219115793705,0.9320212602615356,0.0444793626666069,0.06372300535440445,0.8988829851150513,0.07472638785839081,0.04576773941516876
44,0.934520423412323,0.04418039321899414,0.05757981911301613,0.9330394864082336,0.05150913819670677,0.04449540004134178,0.9298404455184937,0.04496537521481514,0.06378116458654404,0.9000532031059265,0.07449948787689209,0.046217188239097595
45,0.9347776174545288,0.04385841265320778,0.05756095424294472,0.9334385395050049,0.05132419615983963,0.044176436960697174,0.9308510422706604,0.04367022216320038,0.06373392790555954,0.9000532031059265,0.0744047686457634,0.04496127367019653
46,0.9348574280738831,0.04359688609838486,0.057496797293424606,0.9335715770721436,0.05086018517613411,0.04390595480799675,0.9310638308525085,0.04389595240354538,0.06361118704080582,0.8990957736968994,0.07549452036619186,0.0452202707529068
47,0.9355136156082153,0.04361400380730629,0.05740789324045181,0.9345381855964661,0.050604164600372314,0.04391148313879967,0.9323936104774475,0.044065557420253754,0.06352030485868454,0.900957465171814,0.07373259961605072,0.04530845582485199
48,0.9347332715988159,0.04378208890557289,0.05732882395386696,0.9350702166557312,0.05022213235497475,0.044055406004190445,0.9326063990592957,0.04470188170671463,0.06351446360349655,0.8994680643081665,0.0751776173710823,0.04597260430455208
49,0.9341124892234802,0.04366203024983406,0.05726749077439308,0.9345293045043945,0.0499606654047966,0.04392453283071518,0.9330319166183472,0.04338917136192322,0.06341264396905899,0.9001063704490662,0.07431535422801971,0.04465458542108536
